CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Total_Trans_Ct,Quarter,Year,Date_Leave
713063958,Existing Customer,51,M,Graduate,Married,$60K - $80K,Silver,39,1,1,3,7562,1080,85,none,2018,"none,2018"
713063958,Existing Customer,51,M,Graduate,Married,$60K - $80K,Silver,51,1,0,3,7562,334,88,none,2019,"none,2019"
713064783,Existing Customer,60,F,Graduate,Married,$40K - $60K,Silver,48,3,3,4,5362,2057,83,none,2018,"none,2018"
713064783,Existing Customer,60,F,Graduate,Married,$40K - $60K,Silver,60,3,4,4,5362,796,39,none,2019,"none,2019"
713067033,Existing Customer,37,M,Graduate,Single,$40K - $60K,Silver,28,5,3,3,7147,1424,50,none,2018,"none,2018"
713067033,Existing Customer,37,M,Graduate,Single,$40K - $60K,Silver,40,5,4,3,7147,983,71,none,2019,"none,2019"
713068833,Existing Customer,41,F,College,Married,Less than $40K,Blue,32,2,2,1,"1438,3",894,85,none,2018,"none,2018"
713068833,Existing Customer,41,F,College,Married,Less than $40K,Blue,44,2,2,1,2000,782,108,none,2019,"none,2019"
713070033,Existing Customer,56,F,Graduate,Single,Less than $40K,Blue,55,5,4,2,2000,1232,91,none,2019,"none,2019"
713070033,Existing Customer,56,F,Graduate,Single,Less than $40K,Blue,43,5,3,2,"1438,3",787,79,none,2018,"none,2018"
713071383,Existing Customer,54,F,College,Single,$40K - $60K,Blue,36,1,3,3,3723,1728,99,none,2018,"none,2018"
713071383,Existing Customer,54,F,College,Single,$40K - $60K,Blue,48,1,0,3,3723,1475,120,none,2019,"none,2019"
713072358,Existing Customer,42,M,Graduate,Married,$80K - $120K,Platinum,31,2,1,3,34516,1356,104,none,2018,"none,2018"
713072358,Existing Customer,42,M,Graduate,Married,$80K - $120K,Platinum,43,2,5,3,34516,662,119,none,2019,"none,2019"
713075283,Existing Customer,51,M,Graduate,Married,$80K - $120K,Gold,36,5,1,4,20741,2504,51,none,2018,"none,2018"
713075283,Existing Customer,51,M,Graduate,Married,$80K - $120K,Gold,48,5,2,4,20741,693,53,none,2019,"none,2019"
713079108,Attrited Customer,51,F,Graduate,Married,Less than $40K,Blue,54,5,5,2,1858,859,101,Q3,2019,"Q3,2019"
713079108,Existing Customer,51,F,Graduate,Married,Less than $40K,Blue,42,5,3,2,1858,925,72,none,2018,"none,2018"
713081583,Existing Customer,56,F,College,Married,Less than $40K,Blue,44,2,0,3,2350,1428,87,none,2019,"none,2019"
713081583,Existing Customer,56,F,College,Married,Less than $40K,Blue,32,2,2,3,2350,1272,86,none,2018,"none,2018"
713082708,Existing Customer,41,F,College,Married,$40K - $60K,Silver,48,6,3,2,4953,1233,13,none,2019,"none,2019"
713082708,Existing Customer,41,F,College,Married,$40K - $60K,Silver,36,6,2,2,4953,991,67,none,2018,"none,2018"
713084208,Attrited Customer,43,M,College,Married,$40K - $60K,Blue,32,6,3,3,4373,0,46,Q2,2018,"Q2,2018"
713086008,Existing Customer,58,F,High School,Married,$40K - $60K,Blue,47,6,1,0,2609,2439,34,none,2018,"none,2018"
713086008,Existing Customer,58,F,High School,Married,$40K - $60K,Blue,59,6,2,0,2609,777,80,none,2019,"none,2019"
713086908,Existing Customer,26,M,High School,Single,$40K - $60K,Blue,36,5,2,2,2212,1670,51,none,2018,"none,2018"
713086908,Existing Customer,26,M,High School,Single,$40K - $60K,Blue,48,5,2,2,2212,1299,112,none,2019,"none,2019"
713087958,Existing Customer,53,M,Graduate,Single,$120K +,Platinum,36,3,3,2,34516,1337,85,none,2018,"none,2018"
713087958,Existing Customer,53,M,Graduate,Single,$120K +,Platinum,48,3,5,2,34516,1363,21,none,2019,"none,2019"
713089458,Existing Customer,44,M,High School,Married,$40K - $60K,Silver,45,5,6,2,6130,630,20,none,2019,"none,2019"
713089458,Existing Customer,44,M,High School,Married,$40K - $60K,Silver,33,5,2,2,6130,808,78,none,2018,"none,2018"
713090658,Existing Customer,58,F,High School,Single,$40K - $60K,Blue,44,1,2,2,2599,1407,98,none,2018,"none,2018"
713090658,Existing Customer,58,F,High School,Single,$40K - $60K,Blue,56,1,0,2,2599,768,40,none,2019,"none,2019"
713094483,Existing Customer,43,F,Graduate,Married,$40K - $60K,Blue,32,3,2,4,4391,0,78,none,2018,"none,2018"
713094483,Existing Customer,43,F,Graduate,Married,$40K - $60K,Blue,44,3,3,4,4391,1478,32,none,2019,"none,2019"
713095533,Attrited Customer,44,F,High School,Divorced,Less than $40K,Blue,48,5,0,3,2333,1324,89,Q1,2019,"Q1,2019"
713095533,Existing Customer,44,F,High School,Divorced,Less than $40K,Blue,36,5,3,3,2333,1485,31,none,2018,"none,2018"
713096583,Attrited Customer,60,F,High School,Single,Less than $40K,Blue,36,4,3,2,"1438,3",544,40,Q2,2018,"Q2,2018"
713101383,Existing Customer,44,F,High School,Married,Less than $40K,Blue,48,1,2,1,1834,240,81,none,2019,"none,2019"
713101383,Existing Customer,44,F,High School,Married,Less than $40K,Blue,36,1,1,1,1834,0,87,none,2018,"none,2018"
713102733,Existing Customer,38,F,Graduate,Divorced,$60K - $80K,Gold,31,2,3,2,15987,1766,94,none,2018,"none,2018"
713102733,Existing Customer,38,F,Graduate,Divorced,$60K - $80K,Gold,43,2,0,2,15987,1382,103,none,2019,"none,2019"
713104458,Attrited Customer,46,M,Graduate,Single,$40K - $60K,Silver,31,3,3,5,7869,0,25,Q4,2018,"Q4,2018"
713105508,Existing Customer,46,M,Graduate,Single,$80K - $120K,Platinum,29,4,3,3,34516,2040,53,none,2018,"none,2018"
713105508,Existing Customer,46,M,Graduate,Single,$80K - $120K,Platinum,41,4,5,3,34516,456,42,none,2019,"none,2019"
713108433,Existing Customer,53,M,Graduate,Married,$60K - $80K,Silver,40,4,4,4,6052,1720,37,none,2018,"none,2018"
713108433,Existing Customer,53,M,Graduate,Married,$60K - $80K,Silver,52,4,2,4,6052,730,54,none,2019,"none,2019"
713110908,Existing Customer,40,M,College,Married,$40K - $60K,Blue,13,3,6,5,2607,1966,45,none,2018,"none,2018"
713110908,Existing Customer,40,M,College,Married,$40K - $60K,Blue,25,3,0,5,2607,261,121,none,2019,"none,2019"
713111883,Existing Customer,57,M,Graduate,Married,$120K +,Gold,31,5,1,2,25837,1812,70,none,2018,"none,2018"
713111883,Existing Customer,57,M,Graduate,Married,$120K +,Gold,43,5,4,2,25837,1334,56,none,2019,"none,2019"
713114133,Attrited Customer,60,F,Uneducated,Single,Less than $40K,Blue,23,4,2,3,1443,0,38,Q1,2018,"Q1,2018"
713115483,Attrited Customer,44,F,Uneducated,Married,Less than $40K,Blue,36,6,3,3,1684,0,45,Q2,2018,"Q2,2018"
713118183,Existing Customer,31,M,Graduate,Married,$40K - $60K,Silver,23,5,1,2,13427,1562,108,none,2018,"none,2018"
713118183,Existing Customer,31,M,Graduate,Married,$40K - $60K,Silver,35,5,3,2,13427,914,79,none,2019,"none,2019"
713119308,Existing Customer,34,F,College,Married,Less than $40K,Blue,39,4,4,3,1852,0,82,none,2018,"none,2018"
713119308,Existing Customer,34,F,College,Married,Less than $40K,Blue,51,4,2,3,1852,1157,16,none,2019,"none,2019"
713120433,Existing Customer,55,F,High School,Married,$40K - $60K,Silver,42,2,2,3,5431,2007,82,none,2018,"none,2018"
713120433,Existing Customer,55,F,High School,Married,$40K - $60K,Silver,54,2,1,3,5431,461,19,none,2019,"none,2019"
713121408,Existing Customer,38,M,College,Married,$40K - $60K,Blue,42,5,3,2,3976,738,79,none,2019,"none,2019"
713121408,Existing Customer,38,M,College,Married,$40K - $60K,Blue,30,5,3,2,3976,1667,69,none,2018,"none,2018"
713124558,Existing Customer,43,F,College,Married,$40K - $60K,Silver,34,6,1,4,7210,782,75,none,2018,"none,2018"
713124558,Attrited Customer,43,F,College,Married,$40K - $60K,Silver,46,6,5,4,7210,855,119,Q3,2019,"Q3,2019"
713126733,Existing Customer,56,M,College,Married,$80K - $120K,Gold,43,6,2,2,17539,2517,30,none,2018,"none,2018"
713126733,Attrited Customer,56,M,College,Married,$80K - $120K,Gold,55,6,5,2,17539,1481,70,Q3,2019,"Q3,2019"
713127708,Existing Customer,38,F,High School,Married,$40K - $60K,Blue,26,5,1,4,2230,0,63,none,2018,"none,2018"
713127708,Existing Customer,38,F,High School,Married,$40K - $60K,Blue,38,5,2,4,2230,1251,32,none,2019,"none,2019"
713128833,Existing Customer,49,M,College,Divorced,$60K - $80K,Silver,36,5,3,2,6511,1790,38,none,2018,"none,2018"
713128833,Attrited Customer,49,M,College,Divorced,$60K - $80K,Silver,48,5,5,2,6511,1473,25,Q3,2019,"Q3,2019"
713131158,Attrited Customer,58,M,Graduate,Single,$60K - $80K,Silver,46,1,3,1,10286,0,59,Q4,2018,"Q4,2018"
713132133,Existing Customer,29,F,College,Married,$40K - $60K,Blue,39,3,2,4,2720,1694,81,none,2018,"none,2018"
713132133,Attrited Customer,29,F,College,Married,$40K - $60K,Blue,51,3,4,4,2720,655,28,Q3,2019,"Q3,2019"
713133258,Existing Customer,38,M,Post-Graduate,Single,$80K - $120K,Platinum,48,2,1,3,34516,257,57,none,2019,"none,2019"
713133258,Existing Customer,38,M,Post-Graduate,Single,$80K - $120K,Platinum,36,2,2,3,34516,2008,86,none,2018,"none,2018"
713134458,Existing Customer,54,M,College,Married,$60K - $80K,Silver,43,4,1,1,13219,0,24,none,2018,"none,2018"
713134458,Existing Customer,54,M,College,Married,$60K - $80K,Silver,55,4,5,1,13219,737,65,none,2019,"none,2019"
713135883,Existing Customer,65,F,College,Married,Less than $40K,Blue,65,4,5,0,4315,393,73,none,2019,"none,2019"
713135883,Existing Customer,64,F,College,Married,Less than $40K,Blue,53,4,3,0,4315,717,51,none,2018,"none,2018"
713137233,Existing Customer,41,M,College,Married,$80K - $120K,Gold,28,4,3,0,27756,1789,24,none,2018,"none,2018"
713137233,Existing Customer,41,M,College,Married,$80K - $120K,Gold,40,4,5,0,27756,1037,28,none,2019,"none,2019"
713138433,Existing Customer,50,M,Graduate,Single,$60K - $80K,Silver,42,4,2,3,14782,1020,54,none,2018,"none,2018"
713138433,Existing Customer,50,M,Graduate,Single,$60K - $80K,Silver,54,4,0,3,14782,307,97,none,2019,"none,2019"
713144208,Attrited Customer,51,F,College,Married,$40K - $60K,Silver,42,1,4,4,9989,568,49,Q2,2018,"Q2,2018"
713146683,Existing Customer,35,F,College,Single,Less than $40K,Blue,48,2,5,2,4460,649,94,none,2019,"none,2019"
713146683,Existing Customer,35,F,College,Single,Less than $40K,Blue,36,2,3,2,4460,0,79,none,2018,"none,2018"
713149683,Existing Customer,44,F,College,Single,$40K - $60K,Silver,24,5,1,4,9297,1668,31,none,2018,"none,2018"
713149683,Existing Customer,44,F,College,Single,$40K - $60K,Silver,36,5,5,4,9297,944,95,none,2019,"none,2019"
713151258,Existing Customer,55,M,Graduate,Married,Less than $40K,Blue,47,4,0,4,3065,918,25,none,2019,"none,2019"
713151258,Existing Customer,55,M,Graduate,Married,Less than $40K,Blue,35,4,1,4,3065,0,69,none,2018,"none,2018"
713152383,Existing Customer,40,F,High School,Married,Less than $40K,Blue,39,1,0,1,2840,1320,106,none,2019,"none,2019"
713152383,Existing Customer,40,F,High School,Married,Less than $40K,Blue,27,1,1,1,2840,2517,82,none,2018,"none,2018"
713153733,Attrited Customer,49,F,Graduate,Married,$40K - $60K,Blue,29,6,3,3,2520,1473,36,Q2,2018,"Q2,2018"
713158083,Attrited Customer,56,M,Graduate,Divorced,$60K - $80K,Silver,46,2,4,4,7327,0,41,Q3,2018,"Q3,2018"
713159133,Existing Customer,32,F,High School,Single,$40K - $60K,Silver,23,4,2,2,14143,1472,117,none,2018,"none,2018"
713159133,Existing Customer,32,F,High School,Single,$40K - $60K,Silver,35,4,1,2,14143,1314,42,none,2019,"none,2019"
713160258,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,56,1,4,3,3034,653,35,none,2019,"none,2019"
713160258,Existing Customer,54,F,Graduate,Married,Less than $40K,Blue,44,1,2,3,3034,2033,90,none,2018,"none,2018"
713162358,Existing Customer,49,F,Graduate,Single,$40K - $60K,Silver,36,4,3,2,9595,509,72,none,2018,"none,2018"
713162358,Existing Customer,49,F,Graduate,Single,$40K - $60K,Silver,48,4,2,2,9595,1206,120,none,2019,"none,2019"
713163258,Attrited Customer,55,F,College,Married,$40K - $60K,Blue,33,4,3,3,3388,0,52,Q2,2018,"Q2,2018"
713166333,Existing Customer,38,F,College,Married,$60K - $80K,Silver,27,5,2,1,14831,1302,73,none,2018,"none,2018"
713166333,Existing Customer,38,F,College,Married,$60K - $80K,Silver,39,5,1,1,14831,349,92,none,2019,"none,2019"
713167383,Existing Customer,57,F,High School,Married,Less than $40K,Blue,58,1,4,2,2298,310,114,none,2019,"none,2019"
713167383,Existing Customer,57,F,High School,Married,Less than $40K,Blue,46,1,2,2,2298,1540,81,none,2018,"none,2018"
713168733,Existing Customer,27,F,College,Single,$40K - $60K,Blue,56,6,3,3,2802,2403,61,none,2018,"none,2018"
713168733,Existing Customer,27,F,College,Single,$40K - $60K,Blue,68,6,4,3,2802,500,35,none,2019,"none,2019"
713171358,Attrited Customer,46,F,College,Married,Less than $40K,Blue,48,6,1,2,2000,1423,72,Q1,2019,"Q1,2019"
713171358,Existing Customer,46,F,College,Married,Less than $40K,Blue,36,6,1,2,"1438,3",0,74,none,2018,"none,2018"
713172408,Existing Customer,54,M,Graduate,Married,$80K - $120K,Platinum,43,4,2,4,32558,2016,37,none,2018,"none,2018"
713172408,Existing Customer,54,M,Graduate,Married,$80K - $120K,Platinum,55,4,1,4,32558,739,114,none,2019,"none,2019"
713175483,Existing Customer,44,F,Graduate,Married,$40K - $60K,Silver,52,6,4,2,6022,1398,24,none,2019,"none,2019"
713175483,Existing Customer,44,F,Graduate,Married,$40K - $60K,Silver,40,6,2,2,6022,871,74,none,2018,"none,2018"
713177808,Attrited Customer,57,F,College,Married,Less than $40K,Blue,63,5,1,0,2894,237,83,Q2,2019,"Q2,2019"
713177808,Existing Customer,57,F,College,Married,Less than $40K,Blue,51,5,1,0,2894,0,87,none,2018,"none,2018"
713179083,Existing Customer,32,F,High School,Single,$40K - $60K,Blue,37,3,4,1,3193,1400,110,none,2019,"none,2019"
713179083,Existing Customer,32,F,High School,Single,$40K - $60K,Blue,25,3,2,1,3193,1533,75,none,2018,"none,2018"
713180433,Existing Customer,56,F,College,Single,Less than $40K,Blue,60,5,4,2,3934,504,106,none,2019,"none,2019"
713180433,Existing Customer,56,F,College,Single,Less than $40K,Blue,48,5,3,2,3934,2517,87,none,2018,"none,2018"
713181558,Existing Customer,55,F,Graduate,Married,$40K - $60K,Silver,47,6,1,3,5794,0,73,none,2018,"none,2018"
713181558,Existing Customer,55,F,Graduate,Married,$40K - $60K,Silver,59,6,1,3,5794,1385,77,none,2019,"none,2019"
713182458,Existing Customer,53,M,Graduate,Married,$80K - $120K,Gold,43,3,1,2,16692,2446,29,none,2018,"none,2018"
713182458,Existing Customer,53,M,Graduate,Married,$80K - $120K,Gold,55,3,4,2,16692,1215,105,none,2019,"none,2019"
713183508,Existing Customer,45,F,College,Married,$40K - $60K,Blue,48,1,1,2,2751,1176,117,none,2019,"none,2019"
713183508,Existing Customer,45,F,College,Married,$40K - $60K,Blue,36,1,3,2,2751,1158,82,none,2018,"none,2018"
713184858,Existing Customer,58,F,High School,Single,Less than $40K,Blue,62,4,6,4,2000,938,97,none,2019,"none,2019"
713184858,Existing Customer,58,F,High School,Single,Less than $40K,Blue,50,4,3,4,"1438,3",818,71,none,2018,"none,2018"
713186058,Attrited Customer,60,F,High School,Married,Less than $40K,Blue,36,4,2,3,"1438,3",0,51,Q4,2018,"Q4,2018"
713187033,Existing Customer,46,M,Graduate,Married,$60K - $80K,Gold,36,3,2,2,20459,2071,38,none,2018,"none,2018"
713187033,Existing Customer,46,M,Graduate,Married,$60K - $80K,Gold,48,3,5,2,20459,751,29,none,2019,"none,2019"
713188383,Attrited Customer,54,F,College,Married,Less than $40K,Blue,48,4,5,4,3084,772,79,Q3,2019,"Q3,2019"
713188383,Existing Customer,54,F,College,Married,Less than $40K,Blue,36,4,2,4,3084,2517,22,none,2018,"none,2018"
713193408,Existing Customer,53,F,College,Single,$40K - $60K,Blue,52,3,3,3,2533,2076,75,none,2018,"none,2018"
713193408,Existing Customer,41,F,College,Single,$40K - $60K,Blue,64,3,4,3,2533,393,23,none,2019,"none,2019"
713194608,Existing Customer,37,M,Graduate,Married,Less than $40K,Blue,48,6,0,2,2463,1094,27,none,2019,"none,2019"
713194608,Existing Customer,37,M,Graduate,Married,Less than $40K,Blue,36,6,3,2,2463,1751,58,none,2018,"none,2018"
713195808,Existing Customer,37,F,College,Married,$40K - $60K,Silver,36,6,3,4,11948,1281,51,none,2018,"none,2018"
713195808,Existing Customer,37,F,College,Married,$40K - $60K,Silver,48,6,5,4,11948,1413,32,none,2019,"none,2019"
713197308,Existing Customer,42,M,Graduate,Married,$60K - $80K,Silver,33,1,2,1,6224,0,82,none,2018,"none,2018"
713197308,Existing Customer,42,M,Graduate,Married,$60K - $80K,Silver,45,1,6,1,6224,1011,40,none,2019,"none,2019"
713199558,Attrited Customer,57,F,High School,Married,Less than $40K,Blue,56,5,1,2,1737,623,94,Q2,2019,"Q2,2019"
713199558,Existing Customer,57,F,High School,Married,Less than $40K,Blue,44,5,3,2,1737,813,58,none,2018,"none,2018"
713203908,Existing Customer,26,M,High School,Single,$40K - $60K,Blue,15,4,1,3,2158,1695,27,none,2018,"none,2018"
713203908,Existing Customer,26,M,High School,Single,$40K - $60K,Blue,27,4,3,3,2158,1175,115,none,2019,"none,2019"
713205108,Existing Customer,42,F,Graduate,Married,Less than $40K,Blue,39,3,2,1,1950,928,30,none,2019,"none,2019"
713205108,Existing Customer,42,F,Graduate,Married,Less than $40K,Blue,27,3,1,1,1950,1062,76,none,2018,"none,2018"
713206683,Attrited Customer,60,M,Graduate,Married,$80K - $120K,Platinum,22,3,1,3,34516,0,26,Q4,2018,"Q4,2018"
713208033,Existing Customer,43,F,High School,Married,$40K - $60K,Silver,48,2,1,0,7350,782,35,none,2019,"none,2019"
713208033,Existing Customer,43,F,High School,Married,$40K - $60K,Silver,36,2,3,0,7350,1360,64,none,2018,"none,2018"
713209308,Existing Customer,59,M,Graduate,Married,$60K - $80K,Gold,46,2,3,2,17218,1829,97,none,2018,"none,2018"
713209308,Attrited Customer,59,M,Graduate,Married,$60K - $80K,Gold,58,2,5,2,17218,1394,51,Q3,2019,"Q3,2019"
713213133,Existing Customer,36,M,Graduate,Single,$40K - $60K,Silver,36,2,2,1,6763,1660,76,none,2018,"none,2018"
713213133,Existing Customer,36,M,Graduate,Single,$40K - $60K,Silver,48,2,5,1,6763,1260,75,none,2019,"none,2019"
713214558,Existing Customer,52,M,Graduate,Married,$40K - $60K,Blue,41,4,3,3,2628,2195,68,none,2018,"none,2018"
713214558,Attrited Customer,52,M,Graduate,Married,$40K - $60K,Blue,53,4,3,3,2628,729,30,Q1,2019,"Q1,2019"
713216883,Existing Customer,49,F,College,Married,$40K - $60K,Blue,55,4,3,4,3500,1904,41,none,2018,"none,2018"
713216883,Existing Customer,49,F,College,Married,$40K - $60K,Blue,67,4,2,4,3500,795,36,none,2019,"none,2019"
713217858,Existing Customer,38,F,Uneducated,Single,Less than $40K,Blue,44,5,4,3,2264,1138,43,none,2019,"none,2019"
713217858,Existing Customer,38,F,Uneducated,Single,Less than $40K,Blue,32,5,3,3,2264,0,28,none,2018,"none,2018"
713220258,Existing Customer,65,F,College,Married,$40K - $60K,Silver,36,4,3,2,8138,2104,29,none,2018,"none,2018"
713220258,Existing Customer,64,F,College,Married,$40K - $60K,Silver,48,4,0,2,8138,645,112,none,2019,"none,2019"
713227233,Existing Customer,42,M,Graduate,Divorced,$80K - $120K,Platinum,33,4,2,2,32535,0,79,none,2018,"none,2018"
713227233,Existing Customer,42,M,Graduate,Divorced,$80K - $120K,Platinum,45,4,2,2,32535,1234,63,none,2019,"none,2019"
713229633,Attrited Customer,45,F,College,Married,$40K - $60K,Blue,30,3,2,4,2759,0,47,Q1,2018,"Q1,2018"
713231658,Existing Customer,45,F,Graduate,Single,$40K - $60K,Silver,45,6,2,3,5553,1381,89,none,2019,"none,2019"
713231658,Existing Customer,45,F,Graduate,Single,$40K - $60K,Silver,33,6,2,3,5553,1117,52,none,2018,"none,2018"
713233908,Existing Customer,33,M,Graduate,Divorced,$60K - $80K,Gold,21,5,3,3,20791,0,93,none,2018,"none,2018"
713233908,Existing Customer,33,M,Graduate,Divorced,$60K - $80K,Gold,33,5,0,3,20791,421,35,none,2019,"none,2019"
713236458,Existing Customer,55,M,Graduate,Married,$60K - $80K,Gold,48,2,2,3,18980,2517,113,none,2018,"none,2018"
713236458,Existing Customer,55,M,Graduate,Married,$60K - $80K,Gold,60,2,6,3,18980,791,94,none,2019,"none,2019"
713237958,Existing Customer,34,M,Graduate,Married,$40K - $60K,Blue,17,4,1,4,2638,2092,43,none,2018,"none,2018"
713237958,Existing Customer,34,M,Graduate,Married,$40K - $60K,Blue,29,4,2,4,2638,288,98,none,2019,"none,2019"
713239308,Existing Customer,43,F,High School,Married,$40K - $60K,Blue,48,2,2,3,2679,1107,120,none,2019,"none,2019"
713239308,Existing Customer,43,F,High School,Married,$40K - $60K,Blue,36,2,3,3,2679,1694,85,none,2018,"none,2018"
713240133,Existing Customer,42,F,High School,Married,$40K - $60K,Silver,36,4,3,1,9351,1482,60,none,2018,"none,2018"
713240133,Existing Customer,42,F,High School,Married,$40K - $60K,Silver,48,4,2,1,9351,1435,105,none,2019,"none,2019"
713241033,Existing Customer,34,M,Graduate,Single,$60K - $80K,Silver,26,4,3,3,5175,977,49,none,2018,"none,2018"
713241033,Existing Customer,34,M,Graduate,Single,$60K - $80K,Silver,38,4,2,3,5175,1214,18,none,2019,"none,2019"
713242383,Attrited Customer,39,M,Post-Graduate,Married,$120K +,Platinum,19,2,1,2,34516,796,75,Q3,2018,"Q3,2018"
713246208,Existing Customer,50,M,Graduate,Single,$40K - $60K,Silver,56,6,2,4,13364,1318,54,none,2018,"none,2018"
713246208,Existing Customer,51,M,Graduate,Single,$40K - $60K,Silver,68,6,6,4,13364,1305,80,none,2019,"none,2019"
